provider_id,holding_company,technology_code,technology_code_desc,unit_count_res,unit_count_bus
330044,"Legacy ISP, LLC",50,Fiber to the Premises,105159,105159
330052,"Nedernet, Inc.",70,Unlicensed Fixed Wireless,3909,3909
330053,NETEO Inc.,70,Unlicensed Fixed Wireless,23770,23528
330054,Nez Perce Tribe,50,Fiber to the Premises,6011,6011
330055,"Northeast Rural Services, Inc.",50,Fiber to the Premises,32327,32327
330059,PrineTime Internet Solutions,50,Fiber to the Premises,52899,52899
330062,"Race Telecommunications, Inc.",50,Fiber to the Premises,137169,137169
330064,RS Fiber Cooperative,50,Fiber to the Premises,5749,5749
330070,SkyNet Communications LLC,70,Unlicensed Fixed Wireless,62703,62699
330071,"Skyweb Networks, Inc.",70,Unlicensed Fixed Wireless,318,318
330072,"Smoky Valley Internet, Inc.",70,Unlicensed Fixed Wireless,751,751
330074,SyncWave LLC,70,Unlicensed Fixed Wireless,10384,9922
330082,"Washington Broadband, Inc.",40,Cable,46878,45761
330083,Whitestone Community Association,50,Fiber to the Premises,15,10
330086,"LaHarpe Telephone Company, Inc. (IL)",50,Fiber to the Premises,1447,1447
340001,"Valley Telephone Cooperative, Inc. (TX)",10,Copper,1003650,1003650
340002,Airhawk Wireless,70,Unlicensed Fixed Wireless,439,439
340004,Allamakee-Clayton Electric Cooperative Inc.,50,Fiber to the Premises,3547,727
340009,"AWC, LLC",70,Unlicensed Fixed Wireless,45276,45008
340012,"Callabyte Technology, LLC",50,Fiber to the Premises,23918,23918
340015,"Comelec Services, Inc.",50,Fiber to the Premises,60069,55720
340020,"DesertGate Internet, LLC",70,Unlicensed Fixed Wireless,11403,10484
340026,FiberSpark Inc.,50,Fiber to the Premises,5196,5196
340029,BHT Investment Holdings LLC,50,Fiber to the Premises,235122,234841
340032,"HUB Electronics, Inc.",70,Unlicensed Fixed Wireless,12344,12344
340036,Intercept Wireless,50,Fiber to the Premises,4444,2657
340041,Com-Pair Services,70,Unlicensed Fixed Wireless,106235,106235
340042,Karuk Tribe,72,LBR Fixed Wireless,146,146
340055,"Oso Internet Solutions, LLC",50,Fiber to the Premises,978,889
340059,"Plains Internet, LLC",50,Fiber to the Premises,217019,217019
340060,"QCSTelecom, Inc.",50,Fiber to the Premises,0,64
340066,Sail Internet Holdings LLC,10,Copper,278832,49437
340068,Skynet Country Inc.,70,Unlicensed Fixed Wireless,6840,2601
340069,"Starwire Technologies, LLC",10,Copper,4643,4643
340070,"Point Broadband Fiber Holding, LLC",50,Fiber to the Premises,950571,950571
340076,"Ultimate Internet Access, Inc.",50,Fiber to the Premises,13111,603275
340091,Aroostook Technologies Inc.,70,Unlicensed Fixed Wireless,18631,18631
340093,Dillon Beach Internet Service LLC,70,Unlicensed Fixed Wireless,446,446
340094,Fastlink Communications Inc.,70,Unlicensed Fixed Wireless,35306,0
340095,"Keltgen Technology, Inc.",70,Unlicensed Fixed Wireless,1521,1521
340096,"Mechcom Communications, Inc.",70,Unlicensed Fixed Wireless,25591,6263
350005,"Kcindur Communications, Inc.",70,Unlicensed Fixed Wireless,1292,269
350009,American Samoa Telecommunications Authority,50,Fiber to the Premises,8843,8843
350012,"ATV Holdings, LLC",10,Copper,9646,9646
350014,"Bays-ET Highspeed, LLC",50,Fiber to the Premises,34169,34169
350015,"Belzoni Cable, LLC",40,Cable,6923,6923
350018,"Byhalia.net, LLC",70,Unlicensed Fixed Wireless,25158,25158
350019,"CASCO Communications, Inc.",50,Fiber to the Premises,81715,81715
350023,"City of Fairlawn, Ohio",50,Fiber to the Premises,12707,12769
350024,City of Hudson,50,Fiber to the Premises,1603,1603
350025,Waverly Utilities,50,Fiber to the Premises,5313,5313
350030,Corridor Wireless LLC,70,Unlicensed Fixed Wireless,101984,1
350032,CVIN LLC,50,Fiber to the Premises,0,104919
350036,"Digital Aurora Radio Technologies, LLC",70,Unlicensed Fixed Wireless,3174,3174
350039,"EBTX Wireless, LLC",70,Unlicensed Fixed Wireless,1285,1218
350042,"Fiber Platform, LLC",50,Fiber to the Premises,0,644505
350051,"iGo Technology, Inc.",50,Fiber to the Premises,3670,3670
350058,"Jenco Wireless, LLC",70,Unlicensed Fixed Wireless,10886,10703
350060,Killians Electronics LLC,70,Unlicensed Fixed Wireless,26045,26045
350064,Mid MO Micro Computers,50,Fiber to the Premises,32,1
350068,"MR Systems Wireless, LLC",50,Fiber to the Premises,19686,19586
350071,North Central Kansas Community Network,70,Unlicensed Fixed Wireless,1616,759
350073,"NuWave Technology, Inc.",70,Unlicensed Fixed Wireless,20594,0
350080,Ranch WiFi LLC,70,Unlicensed Fixed Wireless,51361,48912
350081,River Valley Internet LLC,70,Unlicensed Fixed Wireless,61035,61035
350085,"WH i3B Bidco LLC/WH i3B Topco, LLC",10,Copper,351012,351067
350087,Adept Internet Solutions LLP,70,Unlicensed Fixed Wireless,3042,3010
350088,Shelby Electric Cooperative Inc.,70,Unlicensed Fixed Wireless,1445,1445
350091,"Skyrunner, Inc.",50,Fiber to the Premises,367060,367060
350093,SOS Communications LLC,50,Fiber to the Premises,112411,112416
350094,South Valley Internet,10,Copper,800,273
350100,Telecom West Inc.,70,Unlicensed Fixed Wireless,415,0
350106,"Tri-Co Technologies, LLC",50,Fiber to the Premises,4264,4264
350110,"Velocity Communications, Inc.",40,Cable,141335,143466
350116,"Whittrio, Inc.",40,Cable,231645,1178951
350117,"Wireless Internet Services, Inc.",70,Unlicensed Fixed Wireless,32873,32827
350120,Xtreme Enterprises LLC,71,Licensed Fixed Wireless,40830,7204
350128,Kingsburg Media Foundation,70,Unlicensed Fixed Wireless,41771,41570
350134,AV Wireless Inc.,70,Unlicensed Fixed Wireless,413,103
350139,"KNR Wireless, LLC.",70,Unlicensed Fixed Wireless,19470,19470
350140,"Northern Nevada High Speed, LLC",70,Unlicensed Fixed Wireless,2798,2798
360006,"Bandera Electric Cooperative, Inc.",50,Fiber to the Premises,26583,26583
360007,Barry Electric Cooperative,50,Fiber to the Premises,9022,9022
360009,"Mainstream Fiber Networks, LLC",50,Fiber to the Premises,39486,39486
360010,Blue Pulse Networks LLC,70,Unlicensed Fixed Wireless,590,20480
360013,"Cajun Broadband, Inc.",50,Fiber to the Premises,94016,94016
360014,"CarolinaConnect Cooperative, Inc.",50,Fiber to the Premises,122317,122317
360018,Click Computers Inc.,70,Unlicensed Fixed Wireless,1770,1770
360025,EagleZip.com LLC,40,Cable,2242,2246
360028,"Encore Communications, Inc.",50,Fiber to the Premises,0,2695
360029,Erwin Utilities,50,Fiber to the Premises,8801,8801
360030,"Etheric Communications, LLC.",50,Fiber to the Premises,1802738,408156
360032,Georgia Highspeed Country Internet,70,Unlicensed Fixed Wireless,7821,7821
360038,"High Rapid Networks, LLC",70,Unlicensed Fixed Wireless,945,430
360049,"Local TV & Electronics, Inc.",70,Unlicensed Fixed Wireless,11506,104
360052,Maquoketa Valley Rural Electric Cooperative,50,Fiber to the Premises,17457,4752
360055,Morristown Utility System,50,Fiber to the Premises,18076,18076
360061,"One Ring Networks, Inc.",70,Unlicensed Fixed Wireless,2303,11538
360064,OptimERA Inc.,70,Unlicensed Fixed Wireless,736,736
360065,"Ozarks Electric Cooperative, Inc.",50,Fiber to the Premises,99318,99318
360067,"Peninsula Fiber Network, LLC",50,Fiber to the Premises,0,1699
360068,"Pioneer Wireless, Inc.",10,Copper,24020,0
360069,Prince George Electric Cooperative,50,Fiber to the Premises,13745,13745
360071,Rocket Connect LLC,70,Unlicensed Fixed Wireless,15720,15720
360076,Stealth Communications,50,Fiber to the Premises,0,1011308
360078,Stream It Networks LLC,70,Unlicensed Fixed Wireless,8776,8735
360085,"Texoma Communications, LLC",70,Unlicensed Fixed Wireless,24054,23868
360090,Town of Warwick,70,Unlicensed Fixed Wireless,325,0
360092,"Two Tin Cans, LLC",70,Unlicensed Fixed Wireless,323,322
360094,"Valley Communications Association, LLC",50,Fiber to the Premises,44305,21081
360097,Wells Community Internet Project,70,Unlicensed Fixed Wireless,10658,10658
360100,Zetalink LP,70,Unlicensed Fixed Wireless,15788,15788
360103,"WestPAnet, Inc.",40,Cable,6123,11520
360104,"Ethoplex, LLC",70,Unlicensed Fixed Wireless,36251,36251
360105,"NMsurf, Inc.",50,Fiber to the Premises,486379,486379
360106,LakeNet LLC,50,Fiber to the Premises,7205,7205
360111,City of Greenfield,50,Fiber to the Premises,6098,6308
360113,"Smiling J, LLC",50,Fiber to the Premises,61375,61375
360114,Union Holding Corp.,10,Copper,37063,37076
360115,AIRCELL Inc.,50,Fiber to the Premises,6044,6044
360117,"Fusion Connect, Inc.",10,Copper,0,9310
360118,"Good Connections, LLC",70,Unlicensed Fixed Wireless,16572,16572
360119,Hankins Information Technology,50,Fiber to the Premises,70047,0
360122,"ProTek Communications, LLC",50,Fiber to the Premises,7694,7694
360124,Red Spectrum Communications LLC,50,Fiber to the Premises,12427,12427
360125,"Redzone Wireless, LLC",50,Fiber to the Premises,331275,84409
360128,Net Vision Communications LLC,50,Fiber to the Premises,2433,111
360129,Zinnia Networks Inc.,70,Unlicensed Fixed Wireless,39434,39434
360134,Fybercom LLC,50,Fiber to the Premises,201290,201290
370004,"600Amps Internet Services, Inc.",70,Unlicensed Fixed Wireless,7104,7104
370012,Azure Standard,70,Unlicensed Fixed Wireless,245,245
370013,Babcock Enterprises LLC,70,Unlicensed Fixed Wireless,39725,39725
370015,Bay Country Communications,40,Cable,5219,319
370019,"Bits of Technology Wireless Internet, LLC",70,Unlicensed Fixed Wireless,2696,64
370020,"CableSouth Media III, LLC",40,Cable,119566,119566
370026,City Wireless,70,Unlicensed Fixed Wireless,8047,8047
370028,"Consolidated Smart Broadband Systems, LLC",10,Copper,13577,291
370029,"Continental Divide Electric Cooperative, Inc.",50,Fiber to the Premises,12905,12905
370032,Delta Montrose Electric Association,50,Fiber to the Premises,34506,34506
370034,"Echo Broadband, Inc.",70,Unlicensed Fixed Wireless,1921,812
370035,"Engineer Austin, LLC",50,Fiber to the Premises,38,14
370037,"Falcon Broadband, Inc.",10,Copper,48870,61069
370038,Falcon Internet,70,Unlicensed Fixed Wireless,14631,14457
370039,"Florida WiFi, LLC",50,Fiber to the Premises,14954,14954
370044,"Hill Country Towers, Inc.",50,Fiber to the Premises,7877,3328
370048,Hillcom Inc.,50,Fiber to the Premises,1490,65
370050,Holland Board of Public Works,50,Fiber to the Premises,15622,15622
370063,ISP Management Inc.,70,Unlicensed Fixed Wireless,23386,22627
370064,KEPS Technologies Inc.,50,Fiber to the Premises,7685,65891
370065,"Lake County Broadband Solutions, LLC",70,Unlicensed Fixed Wireless,17643,17643
370066,"Lavalink, LLC",70,Unlicensed Fixed Wireless,849,849
370067,"Locl-Net, Inc.",70,Unlicensed Fixed Wireless,4140,4140
370068,"MCC Network Services, LLC",40,Cable,125507,26457
370069,Megawatt Communications LLC,50,Fiber to the Premises,2323,2323
370071,"Native Network, Inc.",10,Copper,53954,24190
370073,Net NV LLC,70,Unlicensed Fixed Wireless,82605,82605
370075,NewarkNet,70,Unlicensed Fixed Wireless,4511,4511
370078,Northwest Ohio Broadband LLC,70,Unlicensed Fixed Wireless,19914,19914
370079,"Nuvisions Solutions, LLC",10,Copper,8704,726
370082,Pacific Lightwave Inc.,70,Unlicensed Fixed Wireless,1614,1614
370087,"Pilot Fiber, Inc.",50,Fiber to the Premises,0,1407800
370088,PocketiNet Communications Inc.,10,Copper,251673,251673
370101,"Integrated Business Networks, LLC",71,Licensed Fixed Wireless,104,19
370106,Softworx Inc.,70,Unlicensed Fixed Wireless,320,79
370108,"South Central Communications, Inc.",50,Fiber to the Premises,28957,28957
370110,"Midstates Data Transport, LLC",50,Fiber to the Premises,45761,53518
370115,"Netafy, Inc.",70,Unlicensed Fixed Wireless,301168,300980
370121,TellerWifi LLC,70,Unlicensed Fixed Wireless,11860,11860
370127,Tullahoma Utilities Authority,50,Fiber to the Premises,10664,10664
370128,Tuttle Development Authority,50,Fiber to the Premises,3017,3017
370129,Union City Energy Authority,50,Fiber to the Premises,4494,1107
370131,Uplink Internet LLC,50,Fiber to the Premises,4732,4729
370132,"UpNet WI, LLC",50,Fiber to the Premises,45428,45046
370135,"VPNet, Inc.",50,Fiber to the Premises,20401,0
370138,Warp Networks Inc.,70,Unlicensed Fixed Wireless,751,750
370141,"Wi-Fiber, Inc.",50,Fiber to the Premises,1755954,1755023
370142,"Wifinity, LLC",70,Unlicensed Fixed Wireless,17296,17296
370146,"X-Tech, LLC",70,Unlicensed Fixed Wireless,1725,277
370151,Aeronet Wireless Broadband LLC,50,Fiber to the Premises,1010046,1010046
370154,Aerux LLP,50,Fiber to the Premises,144567,144567
370155,Midstate Broadband,70,Unlicensed Fixed Wireless,101,49
370157,"Mountain iNet, Inc.",70,Unlicensed Fixed Wireless,3,3
370160,Smith Internet Solutions LLC,70,Unlicensed Fixed Wireless,749,749
370162,"San Luis Valley Rural Electric Cooperative, Inc.",50,Fiber to the Premises,30631,30631
370164,"Fiber Connect, LLC.",50,Fiber to the Premises,4657,4657
380003,Acadiana Wireless LLC,70,Unlicensed Fixed Wireless,7272,7183
380012,"Andrena, Inc.",70,Unlicensed Fixed Wireless,22122,22122
380013,"Anza Electric Cooperative, Inc.",50,Fiber to the Premises,2650,2650
380016,BARC Electric Cooperative,50,Fiber to the Premises,11767,11767
380028,Cobalt Ridge LLC,70,Unlicensed Fixed Wireless,15539,15539
380034,"Consolidated Electric Cooperative, Inc.",50,Fiber to the Premises,11018,11018
380038,ENCO Electronic System LLC,10,Copper,4076,4076
380039,"Esparto Broadband, Inc.",40,Cable,2260,2260
380042,Fireball Wireless LLC,70,Unlicensed Fixed Wireless,439,439
380045,French Broad Electric Membership Corporation,50,Fiber to the Premises,22876,22876
380048,"Gigabeam Internet, LLC",50,Fiber to the Premises,104557,104557
380051,Ravalli Electric Cooperative,50,Fiber to the Premises,36485,36485
380059,Jackson County Rural Electric Membership Corporation,50,Fiber to the Premises,27814,27814
380062,"JORP, LLC",70,Unlicensed Fixed Wireless,171173,171173
380063,JTN Communications,50,Fiber to the Premises,13664,13664
380064,"KC Web, Inc.",50,Fiber to the Premises,39692,39692
380065,KGI Communications LLC,50,Fiber to the Premises,1176,1063
380069,Liberty Broadband LLC,70,Unlicensed Fixed Wireless,10062,10062
380070,"LightGig Communications, LLC",50,Fiber to the Premises,2708,2708
380072,"LR Communications, Inc.",70,Unlicensed Fixed Wireless,41026,41026
380077,AeroFlight Internet,70,Unlicensed Fixed Wireless,874,874
380079,"Mike Gunther Industries, Inc.",70,Unlicensed Fixed Wireless,1090,1090
380080,Mille Lacs Energy Cooperative,50,Fiber to the Premises,3900,3900
380086,"Network Tool and Die Company, Inc.",10,Copper,135,167
380087,"Networx Technologies, LLC",70,Unlicensed Fixed Wireless,234,234
380089,"North Arkansas Electric Cooperative, Inc.",50,Fiber to the Premises,38381,38381
380093,North Alabama Electric Cooperative,50,Fiber to the Premises,13898,13898
380095,"On-Ramp Indiana, Inc.",50,Fiber to the Premises,90206,90170
380097,Pacific Independent Technology Alliance LLC,70,Unlicensed Fixed Wireless,4597,0
380098,Valley Center Wireless,70,Unlicensed Fixed Wireless,12650,12650
380099,Paragould Light and Water Commission,50,Fiber to the Premises,14565,14565
380107,RTA of America,50,Fiber to the Premises,408456,408456
380110,Roanoke Electric Membership Corp.,50,Fiber to the Premises,26944,2765
380132,Peoples State Bank,70,Unlicensed Fixed Wireless,5530,5530
380138,VEOpoint,70,Unlicensed Fixed Wireless,3189,3189
380139,Connection Concepts LLC,70,Unlicensed Fixed Wireless,25746,25655
380146,W S Electronics LLC,70,Unlicensed Fixed Wireless,5708,5708
380149,"WiFires Communications, LLC",50,Fiber to the Premises,22643,22238
380150,WiSpan Internet LLC,70,Unlicensed Fixed Wireless,12882,12882
380153,"Zion Broadband, Inc.",70,Unlicensed Fixed Wireless,9195,9160
380158,"Ayera Technologies, Inc.",71,Licensed Fixed Wireless,222312,222312
380159,"Xbar7 Communications, inc",50,Fiber to the Premises,985,985
380167,"Net Ops Communications, LLC",70,Unlicensed Fixed Wireless,106015,106014
380173,Valley Internet,70,Unlicensed Fixed Wireless,16504,16515
380175,SkyRider Communications LLC,50,Fiber to the Premises,1800,53797
380177,"Xiber, LLC",50,Fiber to the Premises,53002,18090
380178,"MidwayNet, LLC",70,Unlicensed Fixed Wireless,10946,10742
390001,A&A Communications LLC,50,Fiber to the Premises,1022,1022
390002,Acadiana Broadband,70,Unlicensed Fixed Wireless,16101,16101
390006,Air Bridge Broadband LLC,50,Fiber to the Premises,81435,57339
390008,"Applied Technology Group, Inc.",70,Unlicensed Fixed Wireless,279355,279355
390015,"Bluegrass Fiber, LLC",72,LBR Fixed Wireless,24499,24499
390018,Central Virginia Electric Cooperative,50,Fiber to the Premises,71773,71773
390021,City of Mont Belvieu,50,Fiber to the Premises,3790,3790
390031,"Crazy Communications, LLC",50,Fiber to the Premises,14458,1455
390034,"Eastern Carolina Broadband, LLC",70,Unlicensed Fixed Wireless,4430,1938
390044,Gibson Electric Membership Corporation,50,Fiber to the Premises,36155,36155
390046,"Great Lakes Energy Connections, Inc.",50,Fiber to the Premises,60258,60258
390048,"Hawk Networks, Inc.",10,Copper,68698,65831
390050,Holston Electric Cooperative,50,Fiber to the Premises,30662,30662
390052,Indianola Municipal Utilities,50,Fiber to the Premises,7144,7144
390056,ShastaBeam,70,Unlicensed Fixed Wireless,76170,76170
390057,IT Works LLC,70,Unlicensed Fixed Wireless,5357,0
390061,Kit Carson Electric Cooperative Inc.,50,Fiber to the Premises,24356,4926
390062,Krms Products LLC,70,Unlicensed Fixed Wireless,13847,13847
390065,"Lightwave Communications, LLC",50,Fiber to the Premises,1773,1484
390067,Locality Networks Inc.,50,Fiber to the Premises,626,80
390068,Logonix Corporation,50,Fiber to the Premises,26040,26040
390073,"Michwave Technologies, Inc.",50,Fiber to the Premises,64488,64016
390075,"MINetworks, Inc.",70,Unlicensed Fixed Wireless,1686,57
390080,Fiberwave,70,Unlicensed Fixed Wireless,936,776
390085,"PD Fiber, LLC",50,Fiber to the Premises,10983,10983
390089,Premier Holdings LLC,50,Fiber to the Premises,12587,12510
390099,Project A Inc.,70,Unlicensed Fixed Wireless,94718,94718
390101,SEMO Electric Cooperative,50,Fiber to the Premises,23283,23283
390102,"Shawn Barker Construction, Inc.",70,Unlicensed Fixed Wireless,16667,2048
390103,"Sierra Nevada Communications, LLC",40,Cable,4167,292
390106,South Central Arkansas Electric Cooperative,50,Fiber to the Premises,39464,39464
390107,"Southeast MN Wifi, LLC",50,Fiber to the Premises,50140,50140
390110,"Starry, Inc.",50,Fiber to the Premises,2827890,0
390111,"Strada Communications, LLC",50,Fiber to the Premises,7299,7299
390113,SWIFT Services LLC,50,Fiber to the Premises,2891,2891
390116,Taylor Electric Cooperative,50,Fiber to the Premises,3988,42
390120,Tennessee Independent Telecom Group LLC,50,Fiber to the Premises,0,61
390121,"The Butler Rural Electric Cooperative Association, Inc.",50,Fiber to the Premises,63305,63305
390122,"Tombigbee Electric Cooperative, Inc.",50,Fiber to the Premises,57664,57664
390123,Tri-County Electric Cooperative,50,Fiber to the Premises,31467,31467
390124,Tri-County Electric Membership Corporation,50,Fiber to the Premises,33937,33937
390138,"Egyptian Communication Services, Inc.",10,Copper,1452,1452
390139,"American Georgetown, Inc.",10,Copper,522,522
390142,Barger Creek LLC,50,Fiber to the Premises,3289,245
390152,Wireless Broadband Solutions Inc.,70,Unlicensed Fixed Wireless,828,141
390155,DM Wireless LLC,50,Fiber to the Premises,905153,905153
390157,"yondoo Broadband, LLC",40,Cable,7905,7905
390162,"Planet Networks, Inc.",50,Fiber to the Premises,74680,74680
390164,"Southern Fiber Worx, LLC",50,Fiber to the Premises,5577,5577
390166,"Mansfield Community Fiber, Inc.",50,Fiber to the Premises,1788,1788
390167,ZiTEL LLC,50,Fiber to the Premises,21143,21143
400001,Advantage Communications,70,Unlicensed Fixed Wireless,1581,1581
400002,Big Red Communications,70,Unlicensed Fixed Wireless,35936,35843
400006,"Carbon Valley Internet, LLC",50,Fiber to the Premises,908,908
400008,Chisholm Broadband,10,Copper,89191,88718
400009,"City of Bardstown, KY",40,Cable,28602,28602
400010,"City of Marshall, Michigan",50,Fiber to the Premises,3557,3557
400012,Countrymen Communications Inc.,70,Unlicensed Fixed Wireless,646,646
400015,Faster Cajun LLC,50,Fiber to the Premises,12256,12197
400016,"Fiber Wave, LLC",70,Unlicensed Fixed Wireless,2831,2823
400018,Great Lakes High Speed LLC,70,Unlicensed Fixed Wireless,7876,7804
400020,HDER Link Ltd.,50,Fiber to the Premises,74732,74732
400021,"Heritage Broadband, LLC",50,Fiber to the Premises,47847,47847
400022,"Horton's TV & Electronics, Inc.",70,Unlicensed Fixed Wireless,8844,8844
400023,"Hudson Technology Solutions, Inc.",70,Unlicensed Fixed Wireless,21308,21308
400025,JackRabbit Wireless LLC,70,Unlicensed Fixed Wireless,25302,25302
400026,Jackson Electric Cooperative,50,Fiber to the Premises,14600,3285
400027,"Kayenta Technologies, LLC",70,Unlicensed Fixed Wireless,42237,42237
400028,"Kentucky Wireless, LLC",70,Unlicensed Fixed Wireless,12316,12316
400029,"Lockridge Networks, LLC",50,Fiber to the Premises,24846,24779
400034,Outernet Broadband LLC,50,Fiber to the Premises,5859,5859
400035,Pathfinder LLC,50,Fiber to the Premises,31003,31003
400036,Pear Networks LLC,50,Fiber to the Premises,1637,1637
400038,"Salsgiver, Inc.",50,Fiber to the Premises,28215,28215
400041,"SML Wireless, Inc.",70,Unlicensed Fixed Wireless,3414,3414
400044,"SVE Connect, LLC",50,Fiber to the Premises,14431,14431
400046,"Ting Fiber, Inc.",50,Fiber to the Premises,200029,200029
400047,Tipmont Rural Electric Membership Corporation,50,Fiber to the Premises,18451,18451
400050,TREPIC Networks LLC,50,Fiber to the Premises,164740,164740
400051,"Trinity Communications, LLC",50,Fiber to the Premises,8001,2058
400053,"Unlimited Net Partners, LLC",70,Unlicensed Fixed Wireless,591,586
400054,"WideOpen Networks, Inc.",50,Fiber to the Premises,1568,1568
400055,Willard Communications LLC,70,Unlicensed Fixed Wireless,642,642
400056,"WON Communications, LLC",70,Unlicensed Fixed Wireless,22324,22324
400083,"Forked Deer Electric Cooperative, Inc.",50,Fiber to the Premises,9872,9872
400086,Johnson City Energy Authority,50,Fiber to the Premises,59506,59506
400094,Mecklenburg Electric Cooperative,10,Copper,28237,28237
400100,Newport Utilities,50,Fiber to the Premises,21858,21858
400102,"Otsego Electric Cooperative, Inc.",50,Fiber to the Premises,7277,7277
400103,Oklahoma Electric Cooperative,50,Fiber to the Premises,110908,110908
400105,Orange County REMC,50,Fiber to the Premises,33893,33893
400115,Simple Fiber Communications LLC,50,Fiber to the Premises,1264,166744
400118,South Central Indiana Rural Electric Membership Corporation,50,Fiber to the Premises,30442,398
400130,"Wtechlink, Inc.",50,Fiber to the Premises,26267,26267
400137,US Internet Corp.,50,Fiber to the Premises,187918,187918
400138,Western Iowa Wireless,50,Fiber to the Premises,13003,13003
400139,Tongue River Communications,40,Cable,1665,1665
410005,"Alternative Choice Wireless, LLC",50,Fiber to the Premises,186,242
410008,Arkansas Valley Electric Cooperative Corporation,50,Fiber to the Premises,59384,11959
410018,City of Fort Collins,50,Fiber to the Premises,45515,4698
410025,Cosner-Neipp Corporation,10,Copper,22,44
410027,Crowsnest Broadband LLC,70,Unlicensed Fixed Wireless,68968,68968
410031,DigitalC,10,Copper,150643,0
410037,Express WISP LLC,70,Unlicensed Fixed Wireless,474,474
410054,KGT LLC,70,Unlicensed Fixed Wireless,38111,38071
410063,Luminate Fiber LLC,50,Fiber to the Premises,13931,13931
410064,Martek Wireless LLC,50,Fiber to the Premises,967,649
410066,Meeker Cooperative Light & Power Association,50,Fiber to the Premises,27250,5920
410067,Meriwether Lewis Electric Cooperative,50,Fiber to the Premises,35469,35469
410073,North Coast Wireless Communications,50,Fiber to the Premises,36325,36325
410076,"Optimus Communications, LLC",50,Fiber to the Premises,88930,17776
410077,"Ozborn Communications, LLC",70,Unlicensed Fixed Wireless,44769,43356
410084,"Reynolds Media, Inc.",70,Unlicensed Fixed Wireless,666,26
410085,Roseau Electric Cooperative,50,Fiber to the Premises,2643,2643
410086,Rural Broadband Cooperative,70,Unlicensed Fixed Wireless,4536,4536
410090,Siyeh Communications,10,Copper,5379,5379
410092,Southern California Telephone Company Inc.,70,Unlicensed Fixed Wireless,238629,238629
410098,"Talkie Communications, Inc.",50,Fiber to the Premises,32828,32828
410100,Tennessee Telecommunications Company,50,Fiber to the Premises,2861,2861
410103,"Treehouse Broadband, LLC",70,Unlicensed Fixed Wireless,4815,4814
410114,Vyve Broadband Investments (GTCR),40,Cable,725540,725540
410115,White Cloud Communications US LLC,40,Cable,31786,30232
410120,Belhaven Cable TV Inc.,40,Cable,1113,1113
410121,Canyon Wireless,70,Unlicensed Fixed Wireless,3131,0
410125,LAN Communications Corp.,50,Fiber to the Premises,318,33
410126,Ocracoke Cable TV LLC,40,Cable,1128,1128
410131,318 HighSpeed LLC,70,Unlicensed Fixed Wireless,7323,7323
410133,Alpha Technologies Inc.,50,Fiber to the Premises,74,0
410134,BerryComm LLC,50,Fiber to the Premises,4893,4893
410135,"City of Sandy, Oregon",50,Fiber to the Premises,5820,6928
410136,"Compass Broadband Network, Inc.",70,Unlicensed Fixed Wireless,71861,71861
410138,"Double Dog Communications, Inc.",70,Unlicensed Fixed Wireless,29902,29902
410139,Eclipse Communications,70,Unlicensed Fixed Wireless,12324,12324
410141,Minnesota WiFi,70,Unlicensed Fixed Wireless,38903,38903
410143,Morgan Wireless LLC,70,Unlicensed Fixed Wireless,37398,37398
410145,Natural G.C. Inc.,50,Fiber to the Premises,454486,454486
410147,Somerfield Cable TV,40,Cable,1067,1067
410149,"ThinkBig Networks, LLC",50,Fiber to the Premises,13300,13300
410150,LiveStream LLC,70,Unlicensed Fixed Wireless,21244,18124
410151,"TurboNet Technologies, Inc.",50,Fiber to the Premises,980,980
410153,Craighead Elecric Cooperative Corporation,50,Fiber to the Premises,37641,37641
410155,Lakeland Internet,50,Fiber to the Premises,102479,102722
410156,Satview Broadband Ltd.,40,Cable,2439,2439
410157,"NETworx Broadband, Inc.",50,Fiber to the Premises,1815,1815
410159,"Airwave Networks, LLC",50,Fiber to the Premises,1334,1334
410160,CNS Internet Services,50,Fiber to the Premises,8096,8096
410161,Graymont Cooperative Assn.,70,Unlicensed Fixed Wireless,4830,4818
410164,Mason County Public Utility District No. 3,50,Fiber to the Premises,6617,6617
410165,"Optimal Home Solutions, LLC",70,Unlicensed Fixed Wireless,46,8
410168,"Skymesh, Inc.",50,Fiber to the Premises,28489,28513
410169,Inyo Networks Inc.,50,Fiber to the Premises,7644,3267
410170,LightSpeed Technologies LLC,70,Unlicensed Fixed Wireless,580,580
410172,"Tri-County Telephone Association, Inc. (KS)",50,Fiber to the Premises,8351,8351
410174,Cloud 9 Wireless LLC,50,Fiber to the Premises,4706,4706
410177,S. Bryer Cable TV Corporation,40,Cable,1560,1560
410180,"Zeta Broadband, Inc.",70,Unlicensed Fixed Wireless,0,141781
410182,XAirnet Corp.,50,Fiber to the Premises,411331,411331
410183,"Bluegrass Broadband, LLC",70,Unlicensed Fixed Wireless,85,85
410184,"SP Broadband, Inc.",70,Unlicensed Fixed Wireless,20677,20677
410185,East Central Oklahoma Electric Cooperative,50,Fiber to the Premises,35933,35933
410186,"City of Clarksville, Arkansas",50,Fiber to the Premises,4487,4487
410188,"HiCountryNet, LLC",50,Fiber to the Premises,5581,0
410189,Red River Cellular Telephone Corporation,50,Fiber to the Premises,9654,9654
410192,Inland Cellular Telephone Company,40,Cable,29381,8835
420004,AmigoNet,70,Unlicensed Fixed Wireless,6710,6710
